Table Name,State Code,District Code,Area Name,Total/Rural/Urban,Educational Level,Non-Workers - Persons,Non-Workers - Males,Non-Workers - Females,Main Activity Students - Persons,Main Activity Students - Males,Main Activity Students - Females,Main Activity Household Duties - Persons,Main Activity Household Duties - Males,Main Activity Household Duties - Females,Main Activity Dependents - Persons,Main Activity Dependents - Males,Main Activity Dependents - Females,Main Activity Pensioners - Persons,Main Activity Pensioners - Males,Main Activity Pensioners - Females,Main Activity Rentiers - Persons,Main Activity Rentiers - Males,Main Activity Rentiers - Females,"Main Activity Beggars, Vagrants etc. - Persons","Main Activity Beggars, Vagrants etc. - Males","Main Activity Beggars, Vagrants etc. - Females",Main Activity Others - Persons,Main Activity Others - Males,Main Activity Others - Females
B0515,21,0,State - Odisha,Rural,Technical Degree or Diploma equal to Degree or Post-Graduate Degree,56568,30019,26549,10559,7852,2707,16137,692,15445,4299,1983,2316,11642,10745,897,39,27,12,14,9,5,13878,8711,5167
B0515,21,0,State - Odisha,Urban,Total,4565781,1664852,2900929,1667112,878897,788215,1221201,32584,1188617,1150020,455908,694112,141126,94800,46326,8996,4443,4553,6536,3658,2878,370790,194562,176228
B0515,21,0,State - Odisha,Urban,Illiterate,1269198,480835,788363,208651,109184,99467,235800,7428,228372,754434,341615,412819,25329,6177,19152,1746,470,1276,4958,2485,2473,38280,13476,24804
B0515,21,0,State - Odisha,Urban,Literate,3296583,1184017,2112566,1458461,769713,688748,985401,25156,960245,395586,114293,281293,115797,88623,27174,7250,3973,3277,1578,1173,405,332510,181086,151424
B0515,21,0,State - Odisha,Urban,Literate but below Matric/Secondary,1884949,681583,1203366,970523,504805,465718,513281,14578,498703,239264,74025,165239,37526,22057,15469,3595,1598,1997,1181,902,279,119579,63618,55961
B0515,21,0,State - Odisha,Urban,Matric/Secondary but below Graduate,914201,323894,590307,382217,203158,179059,294937,6275,288662,92147,23238,68909,38363,32271,6092,2163,1343,820,105,72,33,104269,57537,46732
B0515,21,0,State - Odisha,Urban,Technical Diploma or Certificate not equal to Degree,36041,27193,8848,19965,15282,4683,1886,247,1639,1774,1272,502,2659,2452,207,106,104,2,1,1,0,9650,7835,1815
B0515,21,0,State - Odisha,Urban,Graduate and above other than Technical Degree,300595,85956,214639,41478,20796,20682,127188,2418,124770,36454,7073,29381,24465,21869,2596,983,704,279,25,18,7,70002,33078,36924
B0515,21,0,State - Odisha,Urban,Technical Degree or Diploma equal to Degree or Post-Graduate Degree,64527,36877,27650,25919,17203,8716,9856,369,9487,4340,1569,2771,9076,7606,1470,152,122,30,3,3,0,15181,10005,5176
B0515,22,0,State - Chhattisgarh,Total,Total,13364973,5699029,7665944,6402666,3315598,3087068,1943299,56746,1886553,4083077,1919948,2163129,358627,148404,210223,11022,5647,5375,9355,4548,4807,556927,248138,308789
B0515,22,0,State - Chhattisgarh,Total,Illiterate,5617213,2298382,3318831,958185,487241,470944,640332,22454,617878,3649208,1695671,1953537,236198,58313,177885,4910,1652,3258,7491,3050,4441,120889,30001,90888
B0515,22,0,State - Chhattisgarh,Total,Literate,7747760,3400647,4347113,5444481,2828357,2616124,1302967,34292,1268675,433869,224277,209592,122429,90091,32338,6112,3995,2117,1864,1498,366,436038,218137,217901
B0515,22,0,State - Chhattisgarh,Total,Literate but below Matric/Secondary,5914572,2665531,3249041,4528843,2325490,2203353,775098,23365,751733,324188,169395,154793,64082,42697,21385,3283,1944,1339,1503,1224,279,217575,101416,116159
B0515,22,0,State - Chhattisgarh,Total,Matric/Secondary but below Graduate,1336854,564093,772761,790335,431687,358648,327220,6658,320562,61535,31345,30190,30543,25571,4972,1612,1159,453,172,143,29,125437,67530,57907
B0515,22,0,State - Chhattisgarh,Total,Technical Diploma or Certificate not equal to Degree,17128,12811,4317,9868,7532,2336,1256,88,1168,884,746,138,1304,1227,77,92,86,6,3,3,0,3721,3129,592
B0515,22,0,State - Chhattisgarh,Total,Graduate and above other than Technical Degree,302597,86548,216049,64206,32950,31256,142967,2155,140812,15931,7343,8588,17036,14671,2365,771,583,188,27,23,4,61659,28823,32836
B0515,22,0,State - Chhattisgarh,Total,Technical Degree or Diploma equal to Degree or Post-Graduate Degree,42641,24184,18457,21207,13574,7633,6518,200,6318,1779,1149,630,2817,2507,310,124,111,13,4,4,0,10192,6639,3553
B0515,22,0,State - Chhattisgarh,Rural,Total,9544847,4275168,5269679,4804148,2493627,2310521,931934,37838,894096,3209234,1508733,1700501,258547,94169,164378,4495,2169,2326,5126,2630,2496,331363,136002,195361
B0515,22,0,State - Chhattisgarh,Rural,Illiterate,4434463,1846561,2587902,769779,389370,380409,412488,17033,395455,2950272,1365205,1585067,200607,50659,149948,2998,1096,1902,4018,1710,2308,94301,21488,72813
B0515,22,0,State - Chhattisgarh,Rural,Literate,5110384,2428607,2681777,4034369,2104257,1930112,519446,20805,498641,258962,143528,115434,57940,43510,14430,1497,1073,424,1108,920,188,237062,114514,122548
B0515,22,0,State - Chhattisgarh,Rural,Literate but below Matric/Secondary,4298213,2033687,2264526,3527096,1810088,1717008,379599,15826,363773,210100,117118,92982,39498,28365,11133,1131,807,324,938,782,156,139851,60701,79150
B0515,22,0,State - Chhattisgarh,Rural,Matric/Secondary but below Graduate,650529,321678,328851,454390,260919,193471,96307,3190,93117,25062,13999,11063,9893,8997,896,217,169,48,85,75,10,64575,34329,30246
B0515,22,0,State - Chhattisgarh,Rural,Technical Diploma or Certificate not equal to Degree,5671,4639,1032,4117,3486,631,245,32,213,146,112,34,110,101,9,1,1,0,2,2,0,1050,905,145
B0515,22,0,State - Chhattisgarh,Rural,Graduate and above other than Technical Degree,66876,30439,36437,22600,14158,8442,18641,536,18105,3149,1849,1300,3558,3405,153,52,44,8,10,9,1,18866,10438,8428
B0515,22,0,State - Chhattisgarh,Rural,Technical Degree or Diploma equal to Degree or Post-Graduate Degree,7230,5130,2100,4183,3172,1011,618,50,568,228,176,52,432,414,18,7,6,1,1,1,0,1761,1311,450
B0515,22,0,State - Chhattisgarh,Urban,Total,3820126,1423861,2396265,1598518,821971,776547,1011365,18908,992457,873843,411215,462628,100080,54235,45845,6527,3478,3049,4229,1918,2311,225564,112136,113428
B0515,22,0,State - Chhattisgarh,Urban,Illiterate,1182750,451821,730929,188406,97871,90535,227844,5421,222423,698936,330466,368470,35591,7654,27937,1912,556,1356,3473,1340,2133,26588,8513,18075
B0515,22,0,State - Chhattisgarh,Urban,Literate,2637376,972040,1665336,1410112,724100,686012,783521,13487,770034,174907,80749,94158,64489,46581,17908,4615,2922,1693,756,578,178,198976,103623,95353
B0515,22,0,State - Chhattisgarh,Urban,Literate but below Matric/Secondary,1616359,631844,984515,1001747,515402,486345,395499,7539,387960,114088,52277,61811,24584,14332,10252,2152,1137,1015,565,442,123,77724,40715,37009
B0515,22,0,State - Chhattisgarh,Urban,Matric/Secondary but below Graduate,686325,242415,443910,335945,170768,165177,230913,3468,227445,36473,17346,19127,20650,16574,4076,1395,990,405,87,68,19,60862,33201,27661
B0515,22,0,State - Chhattisgarh,Urban,Technical Diploma or Certificate not equal to Degree,11457,8172,3285,5751,4046,1705,1011,56,955,738,634,104,1194,1126,68,91,85,6,1,1,0,2671,2224,447
B0515,22,0,State - Chhattisgarh,Urban,Graduate and above other than Technical Degree,235721,56109,179612,41606,18792,22814,124326,1619,122707,12782,5494,7288,13478,11266,2212,719,539,180,17,14,3,42793,18385,24408
B0515,22,0,State - Chhattisgarh,Urban,Technical Degree or Diploma equal to Degree or Post-Graduate Degree,35411,19054,16357,17024,10402,6622,5900,150,5750,1551,973,578,2385,2093,292,117,105,12,3,3,0,8431,5328,3103
B0515,23,0,State - Madhya Pradesh,Total,Total,41052676,17465336,23587340,19038123,10157635,8880488,7586094,288269,7297825,12107967,5874336,6233631,698362,371655,326707,23499,11726,11773,25603,15542,10061,1573028,746173,826855
B0515,23,0,State - Madhya Pradesh,Total,Illiterate,17260434,7019178,10241256,2734379,1411636,1322743,2876438,115636,2760802,10913406,5273024,5640382,328904,93883,235021,10418,3788,6630,19051,9941,9110,377838,111270,266568
B0515,23,0,State - Madhya Pradesh,Total,Literate,23792242,10446158,13346084,16303744,8745999,7557745,4709656,172633,4537023,1194561,601312,593249,369458,277772,91686,13081,7938,5143,6552,5601,951,1195190,634903,560287
B0515,23,0,State - Madhya Pradesh,Total,Literate but below Matric/Secondary,17818209,7981848,9836361,13432816,7059015,6373801,2821586,111826,2709760,845616,431110,414506,134504,86633,47871,6967,3974,2993,4985,4363,622,571735,284927,286808
B0515,23,0,State - Madhya Pradesh,Total,Matric/Secondary but below Graduate,3949428,1746308,2203120,2326571,1365147,961424,1042909,33295,1009614,158015,77538,80477,108456,89345,19111,3187,2099,1088,662,565,97,309628,178319,131309
B0515,23,0,State - Madhya Pradesh,Total,Technical Diploma or Certificate not equal to Degree,41719,31755,9964,25781,19806,5975,2660,288,2372,1241,1016,225,5396,5182,214,77,73,4,5,4,1,6559,5386,1173
B0515,23,0,State - Madhya Pradesh,Total,Graduate and above other than Technical Degree,1115670,360062,755608,277370,152758,124612,504349,12752,491597,51254,22755,28499,85003,71522,13481,1814,1217,597,162,128,34,195718,98930,96788
B0515,23,0,State - Madhya Pradesh,Total,Technical Degree or Diploma equal to Degree or Post-Graduate Degree,175728,102365,73363,92769,62758,30011,28086,1340,26746,5950,3406,2544,12728,10856,1872,151,121,30,16,12,4,36028,23872,12156
B0515,23,0,State - Madhya Pradesh,Rural,Total,27842206,12407411,15434795,13417757,7169340,6248417,3986131,192572,3793559,9225167,4497625,4727542,352428,154288,198140,8334,4139,4195,16791,10256,6535,835598,379191,456407
B0515,23,0,State - Madhya Pradesh,Rural,Illiterate,13045964,5406005,7639959,1991631,1022888,968743,1948496,85995,1862501,8571111,4141495,4429616,247984,73049,174935,5681,2326,3355,12494,6477,6017,268567,73775,194792
B0515,23,0,State - Madhya Pradesh,Rural,Literate,14796242,7001406,7794836,11426126,6146452,5279674,2037635,106577,1931058,654056,356130,297926,104444,81239,23205,2653,1813,840,4297,3779,518,567031,305416,261615
B0515,23,0,State - Madhya Pradesh,Rural,Literate but below Matric/Secondary,12481431,5834314,6647117,10055600,5272276,4783324,1524621,78534,1446087,503641,275148,228493,54423,38743,15680,1875,1261,614,3363,3005,358,337908,165347,172561
B0515,23,0,State - Madhya Pradesh,Rural,Matric/Secondary but below Graduate,1664953,881141,783812,1151203,731114,420089,300454,16069,284385,55014,30388,24626,26757,24188,2569,388,287,101,384,349,35,130753,78746,52007
B0515,23,0,State - Madhya Pradesh,Rural,Technical Diploma or Certificate not equal to Degree,11580,9712,1868,9191,7861,1330,352,71,281,183,161,22,269,255,14,2,2,0,1,1,0,1582,1361,221
B0515,23,0,State - Madhya Pradesh,Rural,Graduate and above other than Technical Degree,220913,111732,109181,90152,61211,28941,59624,3174,56450,8985,5241,3744,11849,11187,662,131,106,25,69,62,7,50103,30751,19352
B0515,23,0,State - Madhya Pradesh,Rural,Technical Degree or Diploma equal to Degree or Post-Graduate Degree,30671,22951,7720,19772,16012,3760,2540,304,2236,732,504,228,1194,1129,65,10,9,1,3,2,1,6420,4991,1429
B0515,23,0,State - Madhya Pradesh,Urban,Total,13210470,5057925,8152545,5620366,2988295,2632071,3599963,95697,3504266,2882800,1376711,1506089,345934,217367,128567,15165,7587,7578,8812,5286,3526,737430,366982,370448
B0515,23,0,State - Madhya Pradesh,Urban,Illiterate,4214470,1613173,2601297,742748,388748,354000,927942,29641,898301,2342295,1131529,1210766,80920,20834,60086,4737,1462,3275,6557,3464,3093,109271,37495,71776
B0515,23,0,State - Madhya Pradesh,Urban,Literate,8996000,3444752,5551248,4877618,2599547,2278071,2672021,66056,2605965,540505,245182,295323,265014,196533,68481,10428,6125,4303,2255,1822,433,628159,329487,298672
B0515,23,0,State - Madhya Pradesh,Urban,Literate but below Matric/Secondary,5336778,2147534,3189244,3377216,1786739,1590477,1296965,33292,1263673,341975,155962,186013,80081,47890,32191,5092,2713,2379,1622,1358,264,233827,119580,114247
B0515,23,0,State - Madhya Pradesh,Urban,Matric/Secondary but below Graduate,2284475,865167,1419308,1175368,634033,541335,742455,17226,725229,103001,47150,55851,81699,65157,16542,2799,1812,987,278,216,62,178875,99573,79302
B0515,23,0,State - Madhya Pradesh,Urban,Technical Diploma or Certificate not equal to Degree,30139,22043,8096,16590,11945,4645,2308,217,2091,1058,855,203,5127,4927,200,75,71,4,4,3,1,4977,4025,952
B0515,23,0,State - Madhya Pradesh,Urban,Graduate and above other than Technical Degree,894757,248330,646427,187218,91547,95671,444725,9578,435147,42269,17514,24755,73154,60335,12819,1683,1111,572,93,66,27,145615,68179,77436
B0515,23,0,State - Madhya Pradesh,Urban,Technical Degree or Diploma equal to Degree or Post-Graduate Degree,145057,79414,65643,72997,46746,26251,25546,1036,24510,5218,2902,2316,11534,9727,1807,141,112,29,13,10,3,29608,18881,10727
B0515,24,0,State - Gujarat,Total,Total,35671945,13490346,22181599,13937062,7743839,6193223,10719444,258134,10461310,9575671,4629943,4945728,361965,256553,105412,23481,12482,10999,12584,8035,4549,1041738,581360,460378
B0515,24,0,State - Gujarat,Total,Illiterate,13198428,5006738,8191690,1955554,1043916,911638,3034224,79289,2954935,7970013,3790840,4179173,35654,11155,24499,7912,2941,4971,9100,5379,3721,185971,73218,112753
B0515,24,0,State - Gujarat,Total,Literate,22473517,8483608,13989909,11981508,6699923,5281585,7685220,178845,7506375,1605658,839103,766555,326311,245398,80913,15569,9541,6028,3484,2656,828,855767,508142,347625
B0515,24,0,State - Gujarat,Total,Literate but below Matric/Secondary,15139143,6032305,9106838,9202812,5069267,4133545,4328864,104853,4224011,1122453,573449,549004,85021,56320,28701,8770,4995,3775,2400,1860,540,388823,221561,167262
B0515,24,0,State - Gujarat,Total,Matric/Secondary but below Graduate,4623073,1641922,2981151,2126266,1241830,884436,1949699,41373,1908326,218017,129519,88498,95773,78883,16890,3784,2567,1217,446,346,100,229088,147404,81684
B0515,24,0,State - Gujarat,Total,Technical Diploma or Certificate not equal to Degree,240149,135208,104941,118896,81863,37033,40149,1612,38537,10620,7066,3554,40003,25480,14523,246,201,45,14,12,2,30221,18974,11247
B0515,24,0,State - Gujarat,Total,Graduate and above other than Technical Degree,1133229,272336,860893,242748,126644,116104,674381,12366,662015,50428,29655,20773,62900,52733,10167,1272,887,385,78,55,23,101422,49996,51426
B0515,24,0,State - Gujarat,Total,Technical Degree or Diploma equal to Degree or Post-Graduate Degree,225301,119723,105578,109522,73955,35567,54354,1988,52366,10098,7248,2850,22851,18709,4142,262,223,39,11,7,4,28203,17593,10610
B0515,24,0,State - Gujarat,Rural,Total,19124517,7627575,11496942,7894934,4376306,3518628,4742342,117196,4625146,5883312,2802449,3080863,91918,62786,29132,6595,3232,3363,3622,2232,1390,501794,263374,238420
B0515,24,0,State - Gujarat,Rural,Illiterate,8263693,3096079,5167614,1150891,604820,546071,1827216,41751,1785465,5155357,2405275,2750082,15356,3780,11576,3450,1306,2144,2446,1306,1140,108977,37841,71136
B0515,24,0,State - Gujarat,Rural,Literate,10860824,4531496,6329328,6744043,3771486,2972557,2915126,75445,2839681,727955,397174,330781,76562,59006,17556,3145,1926,1219,1176,926,250,392817,225533,167284
B0515,24,0,State - Gujarat,Rural,Literate but below Matric/Secondary,8357451,3526485,4830966,5559026,3043049,2515977,2008965,52369,1956596,562425,305411,257014,25301,16938,8363,2256,1323,933,873,691,182,198605,106704,91901
B0515,24,0,State - Gujarat,Rural,Matric/Secondary but below Graduate,1630136,693867,936269,921784,565208,356576,532737,12697,520040,57454,36991,20463,19975,17204,2771,486,352,134,150,120,30,97550,61295,36255
B0515,24,0,State - Gujarat,Rural,Technical Diploma or Certificate not equal to Degree,112728,71406,41322,65385,45533,19852,10723,693,10030,2975,2147,828,15353,11838,3515,30,24,6,8,7,1,18254,11164,7090
B0515,24,0,State - Gujarat,Rural,Graduate and above other than Technical Degree,192600,65451,127149,71300,40938,30362,81237,1615,79622,5802,3716,2086,5936,5370,566,58,47,11,14,12,2,28253,13753,14500
B0515,24,0,State - Gujarat,Rural,Technical Degree or Diploma equal to Degree or Post-Graduate Degree,48643,27570,21073,25219,17681,7538,9226,359,8867,1498,1039,459,3910,3508,402,13,9,4,2,2,0,8775,4972,3803
B0515,24,0,State - Gujarat,Urban,Total,16547428,5862771,10684657,6042128,3367533,2674595,5977102,140938,5836164,3692359,1827494,1864865,270047,193767,76280,16886,9250,7636,8962,5803,3159,539944,317986,221958
B0515,24,0,State - Gujarat,Urban,Illiterate,4934735,1910659,3024076,804663,439096,365567,1207008,37538,1169470,2814656,1385565,1429091,20298,7375,12923,4462,1635,2827,6654,4073,2581,76994,35377,41617
B0515,24,0,State - Gujarat,Urban,Literate,11612693,3952112,7660581,5237465,2928437,2309028,4770094,103400,4666694,877703,441929,435774,249749,186392,63357,12424,7615,4809,2308,1730,578,462950,282609,180341
B0515,24,0,State - Gujarat,Urban,Literate but below Matric/Secondary,6781692,2505820,4275872,3643786,2026218,1617568,2319899,52484,2267415,560028,268038,291990,59720,39382,20338,6514,3672,2842,1527,1169,358,190218,114857,75361
B0515,24,0,State - Gujarat,Urban,Matric/Secondary but below Graduate,2992937,948055,2044882,1204482,676622,527860,1416962,28676,1388286,160563,92528,68035,75798,61679,14119,3298,2215,1083,296,226,70,131538,86109,45429
B0515,24,0,State - Gujarat,Urban,Technical Diploma or Certificate not equal to Degree,127421,63802,63619,53511,36330,17181,29426,919,28507,7645,4919,2726,24650,13642,11008,216,177,39,6,5,1,11967,7810,4157
B0515,24,0,State - Gujarat,Urban,Graduate and above other than Technical Degree,940629,206885,733744,171448,85706,85742,593144,10751,582393,44626,25939,18687,56964,47363,9601,1214,840,374,64,43,21,73169,36243,36926
B0515,24,0,State - Gujarat,Urban,Technical Degree or Diploma equal to Degree or Post-Graduate Degree,176658,92153,84505,84303,56274,28029,45128,1629,43499,8600,6209,2391,18941,15201,3740,249,214,35,9,5,4,19428,12621,6807
B0515,25,0,State - Daman & Diu,Total,Total,121976,42867,79109,44429,23994,20435,39184,920,38264,30454,14388,16066,1221,882,339,238,146,92,19,12,7,6431,2525,3906
B0515,25,0,State - Daman & Diu,Total,Illiterate,41430,16051,25379,6830,3578,3252,8591,214,8377,25149,12024,13125,137,40,97,38,12,26,16,10,6,669,173,496
B0515,25,0,State - Daman & Diu,Total,Literate,80546,26816,53730,37599,20416,17183,30593,706,29887,5305,2364,2941,1084,842,242,200,134,66,3,2,1,5762,2352,3410
B0515,25,0,State - Daman & Diu,Total,Literate but below Matric/Secondary,50531,18463,32068,28352,15212,13140,16040,405,15635,3383,1595,1788,442,348,94,126,76,50,3,2,1,2185,825,1360
B0515,25,0,State - Daman & Diu,Total,Matric/Secondary but below Graduate,22635,6369,16266,7694,4272,3422,10826,209,10617,1260,485,775,325,272,53,53,40,13,0,0,0,2477,1091,1386
B0515,25,0,State - Daman & Diu,Total,Technical Diploma or Certificate not equal to Degree,946,477,469,460,299,161,145,13,132,43,25,18,116,59,57,5,5,0,0,0,0,177,76,101
B0515,25,0,State - Daman & Diu,Total,Graduate and above other than Technical Degree,3330,610,2720,442,230,212,2035,29,2006,185,72,113,103,90,13,5,5,0,0,0,0,560,184,376
B0515,25,0,State - Daman & Diu,Total,Technical Degree or Diploma equal to Degree or Post-Graduate Degree,678,298,380,235,158,77,195,6,189,35,19,16,52,42,10,2,2,0,0,0,0,159,71,88
B0515,25,0,State - Daman & Diu,Rural,Total,37093,13533,23560,15789,8431,7358,11084,363,10721,7990,3783,4207,182,100,82,22,14,8,1,0,1,2025,842,1183
B0515,25,0,State - Daman & Diu,Rural,Illiterate,13450,4626,8824,2324,1196,1128,3736,85,3651,7006,3241,3765,68,15,53,6,2,4,1,0,1,309,87,222
B0515,25,0,State - Daman & Diu,Rural,Literate,23643,8907,14736,13465,7235,6230,7348,278,7070,984,542,442,114,85,29,16,12,4,0,0,0,1716,755,961
B0515,25,0,State - Daman & Diu,Rural,Literate but below Matric/Secondary,16181,6281,9900,10304,5404,4900,4438,178,4260,672,396,276,61,44,17,10,7,3,0,0,0,696,252,444
B0515,25,0,State - Daman & Diu,Rural,Matric/Secondary but below Graduate,5966,2037,3929,2644,1501,1143,2347,70,2277,214,104,110,31,24,7,6,5,1,0,0,0,724,333,391
B0515,25,0,State - Daman & Diu,Rural,Technical Diploma or Certificate not equal to Degree,286,170,116,190,129,61,19,6,13,6,3,3,7,6,1,0,0,0,0,0,0,64,26,38
B0515,25,0,State - Daman & Diu,Rural,Graduate and above other than Technical Degree,443,184,259,123,78,45,175,11,164,11,7,4,4,4,0,0,0,0,0,0,0,130,84,46
B0515,25,0,State - Daman & Diu,Rural,Technical Degree or Diploma equal to Degree or Post-Graduate Degree,141,80,61,59,44,15,23,2,21,2,1,1,3,3,0,0,0,0,0,0,0,54,30,24
B0515,25,0,State - Daman & Diu,Urban,Total,84883,29334,55549,28640,15563,13077,28100,557,27543,22464,10605,11859,1039,782,257,216,132,84,18,12,6,4406,1683,2723
B0515,25,0,State - Daman & Diu,Urban,Illiterate,27980,11425,16555,4506,2382,2124,4855,129,4726,18143,8783,9360,69,25,44,32,10,22,15,10,5,360,86,274
B0515,25,0,State - Daman & Diu,Urban,Literate,56903,17909,38994,24134,13181,10953,23245,428,22817,4321,1822,2499,970,757,213,184,122,62,3,2,1,4046,1597,2449
B0515,25,0,State - Daman & Diu,Urban,Literate but below Matric/Secondary,34350,12182,22168,18048,9808,8240,11602,227,11375,2711,1199,1512,381,304,77,116,69,47,3,2,1,1489,573,916
B0515,25,0,State - Daman & Diu,Urban,Matric/Secondary but below Graduate,16669,4332,12337,5050,2771,2279,8479,139,8340,1046,381,665,294,248,46,47,35,12,0,0,0,1753,758,995
B0515,25,0,State - Daman & Diu,Urban,Technical Diploma or Certificate not equal to Degree,660,307,353,270,170,100,126,7,119,37,22,15,109,53,56,5,5,0,0,0,0,113,50,63
B0515,25,0,State - Daman & Diu,Urban,Graduate and above other than Technical Degree,2887,426,2461,319,152,167,1860,18,1842,174,65,109,99,86,13,5,5,0,0,0,0,430,100,330
B0515,25,0,State - Daman & Diu,Urban,Technical Degree or Diploma equal to Degree or Post-Graduate Degree,537,218,319,176,114,62,172,4,168,33,18,15,49,39,10,2,2,0,0,0,0,105,41,64
B0515,26,0,State - Dadra & Nagar Haveli,Total,Total,186548,74467,112081,81674,44567,37107,44903,1150,43753,53203,25604,27599,709,460,249,341,197,144,18,6,12,5700,2483,3217
B0515,26,0,State - Dadra & Nagar Haveli,Total,Illiterate,77491,30206,47285,10935,5650,5285,15658,420,15238,49023,23577,25446,59,13,46,115,35,80,15,4,11,1686,507,1179
B0515,26,0,State - Dadra & Nagar Haveli,Total,Literate,109057,44261,64796,70739,38917,31822,29245,730,28515,4180,2027,2153,650,447,203,226,162,64,3,2,1,4014,1976,2038
B0515,26,0,State - Dadra & Nagar Haveli,Total,Literate but below Matric/Secondary,76811,34536,42275,58168,31517,26651,13688,487,13201,2815,1349,1466,183,115,68,164,111,53,3,2,1,1790,955,835
B0515,26,0,State - Dadra & Nagar Haveli,Total,Matric/Secondary but below Graduate,20631,6804,13827,9590,5702,3888,9193,134,9059,584,267,317,204,160,44,37,32,5,0,0,0,1023,509,514
B0515,26,0,State - Dadra & Nagar Haveli,Total,Technical Diploma or Certificate not equal to Degree,1113,533,580,644,386,258,192,3,189,25,18,7,103,55,48,0,0,0,0,0,0,149,71,78
B0515,26,0,State - Dadra & Nagar Haveli,Total,Graduate and above other than Technical Degree,4759,650,4109,787,408,379,3367,23,3344,92,56,36,79,61,18,8,5,3,0,0,0,426,97,329
B0515,26,0,State - Dadra & Nagar Haveli,Total,Technical Degree or Diploma equal to Degree or Post-Graduate Degree,1178,453,725,534,304,230,342,4,338,24,15,9,30,22,8,2,1,1,0,0,0,246,107,139
B0515,26,0,State - Dadra & Nagar Haveli,Rural,Total,98991,42502,56489,47939,26238,21701,17159,673,16486,30500,14080,16420,108,75,33,62,32,30,14,4,10,3209,1400,1809
B0515,26,0,State - Dadra & Nagar Haveli,Rural,Illiterate,47056,17087,29969,6536,3290,3246,10489,276,10213,28568,13110,15458,25,5,20,32,13,19,12,3,9,1394,390,1004
B0515,26,0,State - Dadra & Nagar Haveli,Rural,Literate,51935,25415,26520,41403,22948,18455,6670,397,6273,1932,970,962,83,70,13,30,19,11,2,1,1,1815,1010,805
B0515,26,0,State - Dadra & Nagar Haveli,Rural,Literate but below Matric/Secondary,42781,21094,21687,36038,19493,16545,4265,298,3967,1413,704,709,41,35,6,26,16,10,2,1,1,996,547,449
B0515,26,0,State - Dadra & Nagar Haveli,Rural,Matric/Secondary but below Graduate,6030,3031,2999,4121,2684,1437,1366,43,1323,155,67,88,18,17,1,1,1,0,0,0,0,369,219,150
B0515,26,0,State - Dadra & Nagar Haveli,Rural,Technical Diploma or Certificate not equal to Degree,349,196,153,251,156,95,26,2,24,3,2,1,7,6,1,0,0,0,0,0,0,62,30,32
B0515,26,0,State - Dadra & Nagar Haveli,Rural,Graduate and above other than Technical Degree,639,199,440,218,152,66,314,6,308,22,11,11,3,1,2,1,1,0,0,0,0,81,28,53
B0515,26,0,State - Dadra & Nagar Haveli,Rural,Technical Degree or Diploma equal to Degree or Post-Graduate Degree,347,168,179,179,102,77,50,3,47,6,5,1,2,2,0,0,0,0,0,0,0,110,56,54
B0515,26,0,State - Dadra & Nagar Haveli,Urban,Total,87557,31965,55592,33735,18329,15406,27744,477,27267,22703,11524,11179,601,385,216,279,165,114,4,2,2,2491,1083,1408
B0515,26,0,State - Dadra & Nagar Haveli,Urban,Illiterate,30435,13119,17316,4399,2360,2039,5169,144,5025,20455,10467,9988,34,8,26,83,22,61,3,1,2,292,117,175
B0515,26,0,State - Dadra & Nagar Haveli,Urban,Literate,57122,18846,38276,29336,15969,13367,22575,333,22242,2248,1057,1191,567,377,190,196,143,53,1,1,0,2199,966,1233
B0515,26,0,State - Dadra & Nagar Haveli,Urban,Literate but below Matric/Secondary,34030,13442,20588,22130,12024,10106,9423,189,9234,1402,645,757,142,80,62,138,95,43,1,1,0,794,408,386
B0515,26,0,State - Dadra & Nagar Haveli,Urban,Matric/Secondary but below Graduate,14601,3773,10828,5469,3018,2451,7827,91,7736,429,200,229,186,143,43,36,31,5,0,0,0,654,290,364
B0515,26,0,State - Dadra & Nagar Haveli,Urban,Technical Diploma or Certificate not equal to Degree,764,337,427,393,230,163,166,1,165,22,16,6,96,49,47,0,0,0,0,0,0,87,41,46
B0515,26,0,State - Dadra & Nagar Haveli,Urban,Graduate and above other than Technical Degree,4120,451,3669,569,256,313,3053,17,3036,70,45,25,76,60,16,7,4,3,0,0,0,345,69,276
B0515,26,0,State - Dadra & Nagar Haveli,Urban,Technical Degree or Diploma equal to Degree or Post-Graduate Degree,831,285,546,355,202,153,292,1,291,18,10,8,28,20,8,2,1,1,0,0,0,136,51,85
B0515,27,0,State - Maharashtra,Total,Total,62946455,25626181,37320274,28412573,15419216,12993357,15277445,540026,14737419,15459800,7176114,8283686,1319909,1008332,311577,55549,26606,28943,22737,13048,9689,2398442,1442839,955603
B0515,27,0,State - Maharashtra,Total,Illiterate,20422975,8554789,11868186,4266102,2247768,2018334,2998749,145265,2853484,12704921,5936736,6768185,119940,59642,60298,20794,7356,13438,15603,8048,7555,296866,149974,146892
B0515,27,0,State - Maharashtra,Total,Literate,42523480,17071392,25452088,24146471,13171448,10975023,12278696,394761,11883935,2754879,1239378,1515501,1199969,948690,251279,34755,19250,15505,7134,5000,2134,2101576,1292865,808711
B0515,27,0,State - Maharashtra,Total,Literate but below Matric/Secondary,25711890,10810888,14901002,17046617,9093149,7953468,5862819,196260,5666559,1728233,812131,916102,318373,244379,73994,19128,9873,9255,4259,3168,1091,732461,451928,280533
